id,num_orders
1028232,202.6085626911315
1262649,202.6085626911315
1453211,202.6085626911315
1262599,202.6085626911315
1495848,202.6085626911315
1342607,202.6085626911315
1358429,202.6085626911315
1475006,202.6085626911315
1009709,202.6085626911315
1127204,202.6085626911315
1454285,202.6085626911315
1230213,202.6085626911315
1216199,202.6085626911315
1338024,202.6085626911315
1316220,202.6085626911315
1261077,202.6085626911315
1499021,202.6085626911315
1384202,202.6085626911315
1327954,202.6085626911315
1212707,202.6085626911315
1313597,202.6085626911315
1412241,202.6085626911315
1082698,37.86904761904762
1308392,37.86904761904762
1199853,37.86904761904762
1022140,37.86904761904762
1352470,37.86904761904762
1189345,37.86904761904762
1490265,37.86904761904762
1348230,37.86904761904762
1400926,37.86904761904762
1383499,37.86904761904762
1126038,37.86904761904762
1286555,37.86904761904762
1375120,37.86904761904762
1159696,37.86904761904762
1088236,37.86904761904762
1217593,37.86904761904762
1136291,37.86904761904762
1317437,37.86904761904762
1284113,248.46666666666667
1182008,248.46666666666667
1065218,248.46666666666667
1405233,248.46666666666667
1275037,248.46666666666667
1474230,248.46666666666667
1215183,248.46666666666667
1435232,248.46666666666667
1143903,248.46666666666667
1358874,248.46666666666667
1197966,248.46666666666667
1108691,248.46666666666667
1407227,248.46666666666667
1156240,248.46666666666667
1359242,248.46666666666667
1101112,248.46666666666667
1396786,248.46666666666667
1214504,248.46666666666667
1305039,248.46666666666667
1066722,248.46666666666667
1132739,248.46666666666667
1010460,248.46666666666667
1195857,248.46666666666667
1247979,248.46666666666667
1035595,248.46666666666667
1069260,248.46666666666667
1094702,248.46666666666667
1240856,248.46666666666667
1007680,248.46666666666667
1426661,248.46666666666667
1057981,109.4922480620155
1297433,109.4922480620155
1064848,109.4922480620155
1323764,109.4922480620155
1020465,109.4922480620155
1332048,109.4922480620155
1089745,109.4922480620155
1310777,109.4922480620155
1455214,109.4922480620155
1189682,109.4922480620155
1095932,109.4922480620155
1086204,109.4922480620155
1347932,109.4922480620155
1323389,109.4922480620155
1360373,109.4922480620155
1369485,109.4922480620155
1156482,109.4922480620155
1473466,109.4922480620155
1107803,109.4922480620155
1361421,109.4922480620155
1454421,109.4922480620155
1483482,109.4922480620155
1006934,109.4922480620155
1337295,109.4922480620155
1331277,109.4922480620155
1444811,109.4922480620155
1103642,109.4922480620155
1182198,109.4922480620155
1497051,109.4922480620155
1488795,109.4922480620155
1149765,288.2421052631579
1225876,288.2421052631579
1415546,288.2421052631579
1078113,288.2421052631579
1490342,1010.1
1143538,1010.1
1342267,288.2421052631579
1442839,288.2421052631579
1137292,1010.1
1394848,731.2857142857143
1166964,288.2421052631579
1246650,288.2421052631579
1436167,288.2421052631579
1354222,288.2421052631579
1135520,288.2421052631579
1087917,288.2421052631579
1025372,288.2421052631579
1105223,288.2421052631579
1119382,288.2421052631579
1412980,288.2421052631579
1010949,288.2421052631579
1257911,288.2421052631579
1155840,288.2421052631579
1005910,288.2421052631579
1268420,731.2857142857143
1499109,731.2857142857143
1022495,288.2421052631579
1050999,288.2421052631579
1481138,288.2421052631579
1388481,288.2421052631579
1409575,61.25
1125328,28.010204081632654
1216882,28.010204081632654
1181616,28.010204081632654
1197754,28.010204081632654
1341473,28.010204081632654
1183839,28.010204081632654
1412036,28.010204081632654
1294587,28.010204081632654
1207154,28.010204081632654
1456020,203.16487455197134
1204510,203.16487455197134
1420426,203.16487455197134
1467938,203.16487455197134
1466987,203.16487455197134
1260987,203.16487455197134
1136679,203.16487455197134
1334365,203.16487455197134
1424034,203.16487455197134
1080646,203.16487455197134
1264395,203.16487455197134
1199994,638.4166666666666
1264068,203.16487455197134
1102366,203.16487455197134
